2.276800e-03,1.493628e+00,1.990260e+02,1.980819e+02,-3158,-3158,-9.316569e+02,9.316569e+02,0.000000e+00,-1.539929e+01,1.190981e+09,-3.849822e+00
4.820950e-02,1.493628e+00,1.986091e+02,1.978428e+02,-3158,-3158,-9.316569e+02,9.316569e+02,0.000000e+00,-1.539929e+01,1.190981e+09,-3.849822e+00
1.278919e-01,1.286769e+00,1.982045e+02,1.979089e+02,-2907,-2907,-8.815972e+02,8.815972e+02,0.000000e+00,-1.457185e+01,1.190981e+09,-3.642964e+00
1.918039e-01,1.286769e+00,1.987156e+02,1.977167e+02,-2907,-2907,-8.815972e+02,8.815972e+02,0.000000e+00,-1.457185e+01,1.190981e+09,-3.642964e+00
2.536657e-01,1.286769e+00,1.979943e+02,1.982026e+02,-2907,-2907,-8.815972e+02,8.815972e+02,0.000000e+00,-1.457185e+01,1.190981e+09,-3.642964e+00
3.169983e-01,9.753214e-01,1.981656e+02,1.984371e+02,-2531,-2531,-8.062268e+02,8.062268e+02,0.000000e+00,-1.332606e+01,1.190981e+09,-3.331516e+00
3.778017e-01,1.299226e+00,1.702845e+02,2.209741e+02,2630,1882,2.260079e+02,-7.641930e+01,7.479428e+01,2.499398e+00,3.739714e+01,6.248495e-01
4.396559e-01,9.660253e-01,1.983671e+02,1.992208e+02,3684,2282,4.368438e+02,-1.565996e+02,1.401221e+02,4.904491e+00,7.006106e+01,1.226123e+00
4.882191e-01,1.470628e+00,1.678354e+02,2.162447e+02,2438,1654,1.876653e+02,-3.082348e+01,7.842090e+01,1.805692e+00,3.921045e+01,4.514230e-01
5.679941e-01,1.470628e+00,1.677778e+02,2.158932e+02,2040,2040,1.081986e+02,-1.081986e+02,0.000000e+00,1.788406e+00,3.952108e+01,4.471016e-01
6.480215e-01,1.264676e+00,1.999409e+02,2.007247e+02,3424,2037,3.849860e+02,-1.075945e+02,1.386958e+02,4.070914e+00,6.934788e+01,1.017728e+00
7.116862e-01,1.264676e+00,2.003002e+02,2.005179e+02,2733,2733,2.467592e+02,-2.467592e+02,0.000000e+00,4.078665e+00,6.973926e+01,1.019666e+00
7.764979e-01,1.264676e+00,2.006394e+02,2.010091e+02,2743,2743,2.487406e+02,-2.487406e+02,0.000000e+00,4.111415e+00,6.959230e+01,1.027854e+00
8.227487e-01,1.264676e+00,2.009981e+02,2.011153e+02,2749,2749,2.499016e+02,-2.499016e+02,0.000000e+00,4.130604e+00,6.975040e+01,1.032651e+00
8.679449e-01,1.627602e+00,2.013492e+02,2.010216e+02,3014,1613,3.028633e+02,-2.264756e+01,1.401079e+02,2.690173e+00,7.005395e+01,6.725432e-01
9.150909e-01,1.674706e+00,2.006501e+02,2.028112e+02,2951,1585,2.902156e+02,-1.718811e+01,1.365138e+02,2.540527e+00,6.825688e+01,6.351317e-01
1.022764e+00,1.674706e+00,2.000302e+02,2.071333e+02,2313,2313,1.627411e+02,-1.627411e+02,0.000000e+00,2.689935e+00,6.469069e+01,6.724839e-01
1.083875e+00,1.882100e+00,2.006156e+02,2.071706e+02,2721,1420,2.443286e+02,1.597432e+01,1.301515e+02,1.887225e+00,6.507573e+01,4.718063e-01
1.130096e+00,1.882100e+00,1.996148e+02,2.088356e+02,2079,2079,1.159315e+02,-1.159315e+02,0.000000e+00,1.916223e+00,6.319135e+01,4.790558e-01
1.177718e+00,1.991856e+00,2.000076e+02,2.097789e+02,2592,1336,2.185883e+02,3.266700e+01,1.256277e+02,1.536540e+00,6.281383e+01,3.841350e-01
1.223796e+00,1.991856e+00,1.662060e+02,1.964163e+02,1821,664,6.437833e+01,1.670742e+02,1.157263e+02,-8.487262e-01,5.786313e+01,-2.121816e-01
1.271372e+00,2.428882e+00,1.643793e+02,2.001767e+02,1881,1118,7.635712e+01,7.635712e+01,7.635712e+01,0.000000e+00,3.817856e+01,-5.095774e-01
1.317578e+00,2.428749e+00,1.634077e+02,2.031674e+02,1881,1118,7.639601e+01,7.639601e+01,7.639601e+01,0.000000e+00,3.819705e+01,-5.088446e-01
1.362937e+00,2.428727e+00,1.614077e+02,2.061674e+02,1891,1108,7.828024e+01,7.828024e+01,7.828024e+01,0.000000e+00,3.913819e+01,-5.173449e-01
1.409559e+00,2.428727e+00,1.604077e+02,2.101674e+02,1885,1114,7.710635e+01,7.710635e+01,7.710635e+01,0.000000e+00,3.855028e+01,-4.850615e-01
1.470655e+00,2.428438e+00,1.584353e+02,2.141638e+02,1888,1111,7.768491e+01,7.768491e+01,7.768491e+01,0.000000e+00,3.883859e+01,-8.467133e-01
1.515869e+00,2.428438e+00,1.564353e+02,2.171638e+02,1878,1121,7.568692e+01,7.568692e+01,7.568692e+01,0.000000e+00,3.783865e+01,-8.464319e-01
1.563751e+00,2.428323e+00,1.554353e+02,2.201638e+02,1878,1121,7.568881e+01,7.568881e+01,7.568881e+01,0.000000e+00,3.783865e+01,-8.463172e-01
1.609068e+00,2.428323e+00,1.534353e+02,2.241638e+02,1878,1121,7.569071e+01,7.569071e+01,7.569071e+01,0.000000e+00,3.783865e+01,-8.463172e-01
