1.186350e-02,1.799184e-303,1.485225e+02,1.077843e+02,2049,950,1.099545e+02,1.099545e+02,1.099545e+02,0.000000e+00,2.748829e+01,-2.753536e-02,9.796658e-03,-1.711748e+00,4.807369e+02,1.107353e+02
1.266450e-01,1.799184e-303,1.545217e+02,1.177922e+02,2050,949,1.100170e+02,1.100170e+02,1.100170e+02,0.000000e+00,2.750391e+01,4.238744e-02,-9.917840e-02,-1.507816e+00,4.575551e+02,1.474526e+02
2.363324e-01,1.799184e-303,1.605246e+02,1.278091e+02,2050,949,1.100027e+02,1.100027e+02,1.100027e+02,0.000000e+00,2.750032e+01,4.179605e-02,1.638604e-01,-1.636270e+00,4.465666e+02,1.472030e+02
3.323312e-01,1.799184e-303,1.655217e+02,1.357922e+02,2049,950,1.099176e+02,1.099176e+02,1.099176e+02,0.000000e+00,2.747907e+01,7.298270e-03,3.065871e-02,-1.507364e+00,4.565824e+02,1.474349e+02
4.313569e-01,1.799184e-303,1.705217e+02,1.437922e+02,2049,950,1.099587e+02,1.099587e+02,1.099587e+02,0.000000e+00,2.748933e+01,-2.780887e-02,8.820267e-02,-1.668883e+00,4.432926e+02,1.475326e+02
5.219062e-01,1.799184e-303,1.755246e+02,1.518091e+02,2050,949,1.101328e+02,1.101328e+02,1.101328e+02,0.000000e+00,2.753285e+01,-6.344829e-02,2.087694e-01,-1.778537e+00,4.469790e+02,1.476892e+02
6.214517e-01,1.799184e-303,1.815246e+02,1.598091e+02,2052,947,1.104560e+02,1.104560e+02,1.104560e+02,0.000000e+00,2.761366e+01,-9.833338e-02,4.534913e-01,-1.778537e+00,4.529790e+02,1.466892e+02
7.398206e-01,1.799184e-303,1.875217e+02,1.697922e+02,2054,945,1.109201e+02,1.109201e+02,1.109201e+02,0.000000e+00,2.772968e+01,-1.323806e-01,9.491839e-01,-1.645773e+00,4.561807e+02,1.464718e+02
8.681667e-01,1.799184e-303,1.945246e+02,1.798091e+02,2057,942,1.115161e+02,1.115161e+02,1.115161e+02,0.000000e+00,2.787868e+01,-1.673087e-01,-1.448173e-01,-1.822932e+00,4.443263e+02,1.478995e+02
9.565423e-01,1.799184e-303,1.995225e+02,1.877843e+02,2079,920,1.158845e+02,1.158845e+02,1.158845e+02,0.000000e+00,2.897078e+01,-5.546638e-01,-3.553364e-02,-1.629432e+00,4.578521e+02,1.464063e+02
1.042283e+00,1.799184e-303,2.045217e+02,1.957922e+02,4560,4560,6.121874e+02,-6.121874e+02,0.000000e+00,1.011880e+01,2.895702e+01,2.529700e+00,3.239798e-01,-1.396573e+00,4.608153e+02,1.481438e+02
1.152231e+00,1.799184e-303,1.706653e+02,2.080586e+02,3863,2742,4.727957e+02,-2.485094e+02,1.121431e+02,5.961199e+00,2.803544e+01,1.490300e+00,6.665131e-02,-1.396573e+00,4.538153e+02,1.481438e+02
1.244099e+00,1.799184e-303,2.048493e+02,1.951571e+02,4547,4547,6.095637e+02,-6.095637e+02,0.000000e+00,1.007543e+01,2.959179e+01,2.518858e+00,6.192374e-02,-1.210100e+00,4.587892e+02,1.498518e+02
1.361714e+00,1.799184e-303,2.050383e+02,1.951177e+02,4527,4527,6.054844e+02,-6.054844e+02,0.000000e+00,1.000801e+01,2.896030e+01,2.502001e+00,1.363268e-01,-1.033102e+00,4.559111e+02,1.508953e+02
1.446841e+00,1.799184e-303,2.050500e+02,1.948914e+02,4553,4553,6.106320e+02,-6.106320e+02,0.000000e+00,1.009309e+01,2.851447e+01,2.523273e+00,3.070674e-01,-8.318235e-01,4.571639e+02,1.525018e+02
1.574624e+00,1.799184e-303,4.772952e+02,1.801410e+02,-2295,-2295,-7.591394e+02,7.591394e+02,0.000000e+00,-1.254776e+01,2.929548e+01,-3.136939e+00,3.373597e+00,-6.900293e-01,4.548603e+02,1.524582e+02
1.656610e+00,1.799184e-303,2.055396e+02,1.944887e+02,4551,4551,6.102758e+02,-6.102758e+02,0.000000e+00,1.008720e+01,2.914691e+01,2.521801e+00,-1.320686e-02,-4.941840e-01,4.551577e+02,1.547647e+02
1.783277e+00,1.946107e+00,2.055051e+02,1.943608e+02,-1887,-1887,-6.775685e+02,6.775685e+02,0.000000e+00,-1.119948e+01,2.866578e+01,-2.799870e+00,-2.029390e+00,-3.386696e-01,4.534997e+02,1.542813e+02
1.869823e+00,1.946107e+00,2.052809e+02,1.950049e+02,2699,1537,2.398797e+02,-7.502071e+00,1.161888e+02,2.044478e+00,2.904686e+01,5.111194e-01,-1.242508e-01,-5.312018e-01,4.483999e+02,1.425587e+02
1.988968e+00,2.330631e+00,1.700983e+02,1.878761e+02,-1522,-1522,-6.044603e+02,6.044603e+02,0.000000e+00,-9.991079e+00,2.831015e+01,-2.497770e+00,-3.217917e-01,-3.650109e-01,4.541637e+02,1.543032e+02
2.074762e+00,1.765265e+00,2.035443e+02,2.003037e+02,-1668,-1668,-6.337394e+02,6.337394e+02,0.000000e+00,-1.047503e+01,2.859690e+01,-2.618758e+00,4.483130e-01,-1.166786e-01,4.537610e+02,1.605948e+02
2.199850e+00,1.561987e+00,2.036070e+02,2.000996e+02,-1534,-1534,-6.068469e+02,6.068469e+02,0.000000e+00,-1.003053e+01,2.872049e+01,-2.507632e+00,1.383527e-01,-3.183981e-01,4.497813e+02,1.440491e+02
2.288464e+00,1.561987e+00,2.029698e+02,1.997188e+02,3205,2040,3.411692e+02,-1.080020e+02,1.165836e+02,3.712159e+00,2.914556e+01,9.280397e-01,6.547627e-02,-5.375098e-01,4.472818e+02,1.413417e+02
2.415112e+00,1.561987e+00,2.036330e+02,1.999966e+02,3197,2049,3.395598e+02,-1.098829e+02,1.148385e+02,3.714402e+00,2.870927e+01,9.286006e-01,8.058463e-02,-7.275969e-01,4.469031e+02,1.423765e+02
2.490194e+00,1.744664e+00,2.042540e+02,2.004039e+02,-1694,-1694,-6.389097e+02,6.389097e+02,0.000000e+00,-1.056049e+01,2.898596e+01,-2.640123e+00,-1.834331e-01,-5.460102e-01,4.551103e+02,1.540250e+02
2.600967e+00,1.563944e+00,2.035322e+02,2.001225e+02,-1477,-1477,-5.955132e+02,5.955132e+02,0.000000e+00,-9.843193e+00,2.859239e+01,-2.460798e+00,1.285551e-01,-3.968988e-01,4.536539e+02,1.541965e+02
2.684831e+00,1.424337e+00,2.034270e+02,1.998200e+02,-1291,-1291,-5.583658e+02,5.583658e+02,0.000000e+00,-9.229187e+00,2.983014e+01,-2.307297e+00,6.462706e-02,-2.252691e-01,4.526467e+02,1.555125e+02
2.770243e+00,1.285080e+00,2.032130e+02,1.998799e+02,-1118,-1118,-5.236727e+02,5.236727e+02,0.000000e+00,-8.655748e+00,3.001251e+01,-2.163937e+00,6.863802e-02,-3.947807e-02,4.518174e+02,1.586066e+02
